.id,Location,Crossnumber,Repeat_Pollination_Date
1,Sendusu,SE201903_(162818C1/132374),2019-03-04
1,Sendusu,SE201903_(162858C1/132452),2019-03-06
1,Sendusu,SE201903_(162875C1/132410),2019-03-04
1,Sendusu,SE201903_(162910C1/132576),2019-03-06
1,Sendusu,SE201903_(162925C1/132466),2019-03-04
1,Sendusu,SE201903_(163120C1/132425),2019-03-04
1,Sendusu,SE201903_(163220C1/132374),2019-03-06
1,Sendusu,SE201903_(163325C1/132608),2019-03-06
1,Sendusu,SE201903_(163396C1/132534),2019-03-07
1,Sendusu,SE201903_(C1/132326),2019-03-09
1,Sendusu,SE201903_(C1/132466),2019-03-11
1,Sendusu,SE201903_(C1/132545),2019-03-09
1,Sendusu,SE201903_(C1/132604),2019-03-12
1,Sendusu,SE201903_(C1/132623),2019-03-09
1,Sendusu,SE201903_(C1/132696),2019-03-09
12,Sendusu,SE201903_(162524C1/132533),2019-03-13
12,Sendusu,SE201903_(162692C1/132467),2019-03-13
12,Sendusu,SE201903_(162716C1/132355),2019-03-13
12,Sendusu,SE201903_(162854C1/132571),2019-03-13
12,Sendusu,SE201903_(163011C1/132623),2019-03-14
12,Sendusu,SE201903_(163167C1/132604),2019-03-14
12,Sendusu,SE201903_(163328C1/132705),2019-03-14
14,Sendusu,SE201903_(162416C1/132614),2019-03-15
14,Sendusu,SE201903_(162962C1/132533),2019-03-15
14,Sendusu,SE201903_(163155C1/132534),2019-03-15
14,Sendusu,SE201903_(163188C1/132355),2019-03-15
