.id,Crossnumber,Location,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Good_Seeds,Number_of_Embryo_Rescued,Germination_Date,Number_of_Embryo_Germinating
1,NM201806_447,Arusha,,,,,,,2018-11-19,2018-11-30,2,2018-12-05,2,2,,
1,NM201806_448,Arusha,,,,,,,2018-11-08,2018-11-16,2,2018-12-05,2,2,,
1,NM201806_450,Arusha,,,,,,,2018-11-19,2018-11-30,12,2018-12-05,8,8,,
1,NM201806_456,Arusha,,,,,,,2018-12-04,2018-12-13,12,2019-01-11,3,3,,
1,NM201806_461,Arusha,,,,,,,2018-11-08,2018-11-14,0,,,,,
1,NM201806_462,Arusha,,,,,,,2018-12-07,2018-12-13,20,2019-01-11,14,14,,
1,NM201806_468,Arusha,,,,,,,2018-12-04,2018-12-13,0,,,,,
1,NM201806_469,Arusha,,,,,,,2019-01-03,2019-01-09,2,2019-01-11,1,1,,
1,NM201806_470,Arusha,,,,,,,2018-12-12,2018-12-20,2,2019-01-11,0,0,,
1,NM201806_471,Arusha,,,,,,,2019-01-02,2019-01-09,2,2019-01-11,1,1,,
1,NM201806_472,Arusha,,,,,,,2018-12-12,2018-12-20,3,2019-01-11,0,0,,
1,NM201806_473,Arusha,,,,,,,2018-12-04,2018-12-13,3,2019-01-11,2,2,,
1,NM201806_474,Arusha,,,,,,,2018-12-03,2018-12-13,0,,,,,
1,NM201807_(136331C2/136460),Arusha,136331,ITC1455-Mchare Mlelembo,2,136460,ITC0712,2018-07-10,,,,,,,,
1,NM201807_(136360C2/136357),Arusha,136360,ITC1468,2,136357,ITC0609 Pahang,2018-07-31,2018-12-10,2019-01-02,0,,,,,
1,NM201807_(136388C2/136357),Arusha,136388,ITC1468,2,136357,ITC0609 Pahang,2018-07-05,,,,,,,,
1,NM201807_(136478C2/136357),Arusha,136478,Mchare Laini,2,136357,ITC0609 Pahang,2018-07-20,2019-01-12,2019-01-21,6,2019-01-28,5,5,,
1,NM201807_(136534C2/136357),Arusha,136534,Mchare Laini,2,136357,ITC0609 Pahang,2018-07-04,,,,,,,,
1,NM201807_(136619C2/136460),Arusha,136619,ITC1468,2,136460,ITC0712,2018-07-30,2018-12-10,2019-01-02,5,2019-01-11,2,2,,
1,NM201807_(136620C2/136357),Arusha,136620,Mchare Laini,2,136357,ITC0609 Pahang,2018-07-17,,,,,,,,
1,NM201807_(136632C2/136357),Arusha,136632,ITC1460,2,136357,ITC0609 Pahang,2018-07-17,,,,,,,,
1,NM201807_(136661C2/136460),Arusha,136661,ITC1468,2,136460,ITC0712,2018-07-17,2018-12-11,2019-01-02,0,,,,,
1,NM201807_(136670C2/136460),Arusha,136670,Huti-white,2,136460,ITC0712,2018-07-04,2019-01-09,2019-01-15,3,2019-01-28,2,2,,
