Location,Crossnumber,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Number_of_Embryo_Rescued,Embryo_Rescue_Date,Germination_after_2_Weeks_Date,Active_after_2_Weeks,Germination_after_8_Weeks_Date,Active_after_8_Weeks,Days_to_Maturity,Days_in_ripening_shed
Arusha,T1853,,Huti-white,,,cv-Rose,2015-10-16,2016-03-14,2016-03-21,0,,,,,,,,150,7
Arusha,T1854,,Akondro mainty,,,Calcutta 4,2015-10-19,2016-02-24,2016-03-03,0,,,,,,,,128,8
Arusha,T1855,,Akondro mainty,,,cv-Rose,2015-10-19,2016-03-17,2016-03-21,0,,,,,,,,150,4
Arusha,T1856,,Huti-white,,,Borneo,2015-10-19,2016-02-24,2016-03-03,0,,,,,,,,128,8
Arusha,T1857,,Kisukari Mchare,,,Borneo,2015-10-19,2016-03-14,2016-03-21,0,,,,,,,,147,7
Arusha,T1859,,Guyod,,,cv-Rose,2015-10-20,2016-02-24,2016-03-03,0,,,,,,,,127,8
Arusha,T1860,,TMB2x 9128-3,,,Guyod,2015-10-20,2016-03-29,2016-04-06,,,,,,,,,161,8
Arusha,T1861,,TMB2x 9128-3,,,Paliama,2015-10-20,2016-03-29,2016-04-06,0,,,,,,,,161,8
Arusha,T1862,,Huti-Green,,,Calcutta 4,2015-10-21,2016-02-10,2016-02-19,0,,,,,,,,112,9
Arusha,T1864,,Kisukari Mchare,,,Borneo,2015-10-22,2016-03-10,2016-03-17,0,,,,,,,,140,7
Arusha,T1865,,Akondro mainty,,,cv-Rose,2015-10-23,2016-03-14,2016-03-21,0,,,,,,,,143,7
Arusha,T1866,,Kisukari Mchare,,,Borneo,2015-10-26,2016-03-14,2016-03-21,0,,,,,,,,140,7
Arusha,T1869,,Kisukari Mchare,,,Borneo,2015-10-27,2016-03-10,2016-03-17,0,,,,,,,,135,7
Arusha,T1872,,Huti-white,,,Calcutta 4,2015-10-28,2016-03-29,2016-04-06,0,,,,,,,,153,8
Arusha,T1873,,Nshonowa,,,Borneo,2015-10-28,2016-02-18,2016-02-24,2,1,1,2016-02-25,,,2016-04-25,0,113,6
Arusha,T1874,,Akondro mainty,,,Calcutta 4,2015-10-30,2016-03-29,2016-04-06,0,,,,,,,,151,8
Arusha,T1875,,Akondro mainty,,,Borneo,2015-10-30,2016-03-14,2016-03-21,0,,,,,,,,136,7
Arusha,T1876,,Akondro mainty,,,cv-Rose,2015-10-30,2016-03-29,2016-04-06,0,,,,,,,,151,8
Arusha,T1877,,Akondro mainty,,,Calcutta 4,2015-11-02,2016-03-14,2016-03-21,34,30,13,2016-03-23,,,2016-05-22,,133,7
Arusha,T1878,,Kisukari Mchare,,,Borneo,2015-11-02,2016-02-24,2016-02-24,,,,,,,,,114,0
Arusha,T1880,,Akondro mainty,,,cv-Rose,2015-11-04,2016-03-14,2016-03-21,0,,,,,,,,131,7
Arusha,T1882,,Akondro mainty,,,Calcutta 4,2015-11-04,2016-03-29,2016-04-06,0,,,,,,,,146,8
Arusha,T1888,,Nshonowa,,,Borneo,2015-11-12,2016-03-10,2016-03-17,0,,,,,,,,119,7
Arusha,T1896,,Akondro mainty,,,Borneo,2015-11-17,2016-03-10,2016-03-17,0,,,,,,,,114,7
Arusha,T1897,,Guyod,,,cv-Rose,2015-11-19,2016-02-24,2016-03-03,0,,,,,,,,97,8
Arusha,T1900,,Kisukari Mchare,,,Calcutta 4,2015-11-24,2016-03-29,2016-04-06,,,,,,,,136,126,8
